,postid,Name,ExtractName,Address,Year,GPA400,GPA375,GPA350,GPA325,GPA300,GPA250,GPA200,GPA100,GPA000
943,96914,Trinity University,Trinity College,"300 Summit St., Hartford, CT 06106",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
944,96914,Trinity University,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
945,96914,Trinity University,Bates College,"2 Andrews Road, Lewiston, Maine, 04240, United States",2023-2024,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
946,96915,Saint Mary's College,Saint Mary's College,"Notre Dame, Indiana, 46556",2023-2024,44.15%,25.54%,15.04%,9.79%,3.34%,2.14%,0.00%,0.00%,0.00%
947,96915,Saint Mary's College,Saint Mary's College of California,"1928 Saint Mary's Road, Moraga, CA 94575",2021-2022,24.00%,36.00%,12.00%,12.00%,10.00%,6.00%,0.00%,,
948,96915,Saint Mary's College,Unknown College,Unknown Address,2021-2022,9.02%,23.17%,24.15%,18.54%,14.88%,8.54%,1.70%,0.00%,0.00%
949,9778,Ohio State University-Main Campus,The Ohio State University--Columbus Campus,"Student Academic Services Building, 281 West Lane Ave., Columbus, OH 43210, USA",2021-2022,64%,94%,99%,1%,0%,0%,0%,0%,0%
950,9778,Ohio State University-Main Campus,The Ohio State University,"Columbus, Ohio",2023-2024,20%,25%,30%,15%,5%,3%,1%,0.5%,0.5%
951,9780,University of Georgia,University of Georgia,"Administration Building, Athens, Georgia, 30602",2023-2024,81.87,15.56,1.76,0.33,0.20,0.20,0.08,0.00,0.00
952,9780,University of Georgia,University of Georgia,"Administration Building, Athens, GA 30602",2022-2023,80.10%,16.46%,2.60%,0.32%,0.18%,0.27%,0.05%,0.02%,
953,9780,University of Georgia,Georgia Gwinnett College,"1000 University Center Lane, Lawrenceville, Georgia, 30043, United States",2023-2024,5.71,28.83,100.00,5.37,1.82,0.00,0.00,0.00,0.00
954,9780,University of Georgia,Georgia Gwinnett College,"1000 University Center Lane, Lawrenceville, Georgia, 30043, United States",2023-2024,5.71,28.83,100.00,5.37,1.82,0.00,0.00,0.00,0.00
955,9781,Fordham University,Pace University,"One Pace Plaza, New York, NY, 10038, United States",2023-2024,33.2%,,19.2%,17.0%,18.3%,9.7%,2.5%,0.1%,0.0%
956,9934,University of Connecticut,University of Connecticut,"Storrs, CT 06269",2022-2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
957,9934,University of Connecticut,University of Connecticut,"Storrs, CT 06269",2021-2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
958,9934,University of Connecticut,University of Connecticut,"Storrs, CT 06269",2020-2021,NA,NA,NA,NA,NA,NA,NA,NA,NA
959,9935,University of Maryland-College Park,Bucknell University,"1 Dent Drive, Lewisburg, Pennsylvania, 17837, United States",2023-2024,8.45%,34.95%,29.61%,17.57%,7.86%,1.50%,0.10%,0.00%,0.00%
960,9935,University of Maryland-College Park,University of New Hampshire,"3 Garrison Avenue, Durham, New Hampshire, 03824, United States",2023-2024,8,Percent who had GPA between 3.75 and 3.99,Percent who had GPA between 3.50 and 3.74,Percent who had GPA between 3.25 and 3.49,Percent who had GPA between 3.00 and 3.24,Percent who had GPA between 2.50 and 2.99,Percent who had GPA between 2.0 and 2.49,Percent who had GPA between 1.0 and 1.99,Percent who had GPA below 1.0
961,9935,University of Maryland-College Park,Unknown University,Unknown Address,2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
962,9936,Worcester Polytechnic Institute,Worcester Polytechnic Institute,"100 Institute Road, Worcester, MA 01609, USA",2023-2024,68.2%,17.1%,11.3%,2.3%,0.9%,0.2%,0%,0%,0%
963,9936,Worcester Polytechnic Institute,Worcester Polytechnic Institute,"100 Institute Road, Worcester, MA 01609, USA",2022-2023,65%,16%,13%,4%,2%,0%,0%,0%,0%
